id,genus
2783,0.998065829277
2175,0.304916024208
4517,0.997786045074
2831,0.457595407963
3556,0.74695545435
3111,0.999226748943
3113,0.257752776146
3962,0.998015165329
1664,0.986340641975
2443,0.999984800816
3491,0.32286298275
2390,0.99995726347
2532,0.999983489513
1407,0.98359310627
273,0.891091942787
1411,0.998942732811
4717,0.999979197979
585,0.999095022678
4583,0.999772727489
4862,0.381320297718
4226,0.238009244204
4008,0.94797283411
3233,0.999464273453
3946,0.999554753304
2777,0.909184277058
3598,0.995410978794
1943,0.999920845032
1513,0.457252979279
2345,0.993012309074
2001,0.980755746365
4506,0.976487636566
2308,0.641729593277
4502,0.967295527458
2997,0.913251101971
1791,0.999535739422
2875,0.135796293616
1282,0.919099867344
4479,0.637330949306
3454,0.971968889236
1388,0.196567118168
4009,0.625082135201
4158,0.975869774818
4229,0.988805532455
3143,0.160328477621
2606,0.997600317001
3164,0.523702323437
1880,0.999130249023
4237,0.942994713783
3238,0.201115489006
3614,0.133541762829
259,0.974215149879
2913,0.183965712786
552,0.998365879059
4302,0.943312048912
734,0.33557510376
3290,0.267952620983
2477,0.998563170433
2973,0.969266533852
203,0.130181089044
521,0.256249040365
3698,0.917078852654
4680,0.93356013298
4558,0.418159544468
3325,0.379153907299
4677,0.938093423843
4756,0.689573645592
1263,0.955827832222
1058,0.765736103058
3890,0.302141606808
4028,0.881132602692
2642,0.999310016632
3473,0.843177437782
3232,0.188044905663
2836,0.990002632141
1696,0.555646598339
238,0.147262871265
2344,0.467343837023
3701,0.502768039703
846,0.998042702675
2717,0.995304584503
4042,0.753707110882
3921,0.712629318237
2057,0.894198060036
1271,0.530184686184
2841,0.411648869514
430,0.999466121197
1660,0.984013676643
212,0.700669288635
2779,0.980171442032
509,0.999234855175
2238,0.999203383923
3498,0.297249257565
2178,0.782921850681
966,0.137149959803
1313,0.999915421009
3181,0.986552894115
4403,0.395486205816
3357,0.990890145302
1324,0.530184686184
3411,0.995534181595
4063,0.250209480524
2967,0.521982550621
2204,0.951914966106
2931,0.998695790768
287,0.160692602396
1107,0.999737739563
145,0.542874574661
1042,0.213965624571
2799,0.303602337837
3898,0.775389552116
39,0.990829348564
1077,0.9975695014
2146,0.999974489212
4103,0.879865407944
184,0.999291300774
1014,0.99970459938
3861,0.984396100044
2557,0.648589730263
2483,0.999093294144
2529,0.927736699581
2350,0.999934911728
2957,0.201120883226
1354,0.273169338703
1740,0.223232656717
1450,0.134161174297
590,0.996693134308
2817,0.925048291683
1325,0.14350040257
3026,0.974605798721
3444,0.995817899704
1258,0.996720194817
3398,0.20251570642
2813,0.118147708476
2691,0.997776389122
4291,0.999978601933
4955,0.997072696686
4715,0.925228476524
1565,0.879556417465
3414,0.616906404495
4442,0.226487442851
88,0.959484815598
4145,0.927379131317
2222,0.291919440031
4038,0.426963329315
1852,0.999869823456
4330,0.213820189238
3513,0.918360948563
95,0.746079683304
3711,0.893239498138
3920,0.409027159214
1242,0.244911074638
3108,0.998073101044
3519,0.378097474575
666,0.999888539314
2364,0.242560714483
986,0.11687259376
2216,0.349856495857
2426,0.997091412544
3781,0.998379707336
4551,0.817249298096
3761,0.99991351366
588,0.966944754124
2531,0.159869208932
133,0.220001012087
1511,0.939688682556
4711,0.292623370886
77,0.987741470337
636,0.378947496414
1168,0.999566912651
2827,0.928061068058
297,0.31511592865
1575,0.577753245831
3022,0.892798542976
2150,0.976509451866
3736,0.995757162571
244,0.999382138252
2008,0.257241070271
3635,0.801310420036
711,0.938300907612
2615,0.308572202921
361,0.994302093983
2745,0.619065821171
2179,0.528965711594
4043,0.978736281395
4613,0.148290663958
2644,0.47978118062
4644,0.925219774246
2935,0.130793005228
4166,0.210252672434
16,0.338342368603
2374,0.997841000557
4455,0.999992311001
1972,0.279313385487
3729,0.993360102177
4296,0.156259074807
3500,0.200045734644
4956,0.693838596344
266,0.994850099087
1238,0.998067975044
2728,0.72610014677
1031,0.913035869598
3458,0.953100800514
2083,0.221304893494
54,0.96409881115
4133,0.191363066435
3084,0.913003444672
4297,0.995493769646
607,0.135273128748
1719,0.999706923962
4131,0.199677124619
4018,0.995060622692
1686,0.207454174757
612,0.965480089188
206,0.999601721764
2767,0.385486483574
387,0.999831438065
285,0.999976038933
1752,0.999649107456
2999,0.998050153255
3163,0.186816856265
1419,0.85023188591
1409,0.158089220524
38,0.994756817818
3466,0.219905614853
1140,0.942788481712
205,0.987113595009
2361,0.969358921051
2803,0.999864637852
3173,0.999847888947
4443,0.999073982239
3532,0.22710776329
3363,0.961381137371
4393,0.997329592705
3235,0.54178249836
3337,0.977655649185
4000,0.997862994671
3544,0.966664195061
3933,0.188409924507
1096,0.192237108946
3546,0.999010324478
487,0.190321266651
579,0.760836005211
2879,0.998263001442
4248,0.961764872074
0,0.988870859146
4355,0.178919181228
10,0.179615467787
3125,0.462514400482
3249,0.706124067307
3552,0.841534376144
2666,0.999538838863
703,0.875541090965
2115,0.999952793121
4037,0.861219644547
3850,0.999941706657
4392,0.757344663143
2258,0.850189507008
222,0.376623302698
4835,0.999793171883
1232,0.958502292633
268,0.976846516132
806,0.178251743317
1472,0.945207774639
4329,0.870433092117
113,0.898011088371
4058,0.99042648077
2244,0.997053027153
2325,0.130693286657
2003,0.95536005497
4716,0.996884346008
3516,0.89141356945
4732,0.822161793709
4476,0.999869346619
4671,0.984449803829
1473,0.971416473389
1240,0.994954526424
2226,0.999790132046
4948,0.818573653698
3145,0.294540435076
317,0.964486718178
4357,0.999837994576
3123,0.990718483925
2718,0.302721172571
4628,0.633046925068
221,0.806606054306
1621,0.995989203453
307,0.394664168358
3120,0.99561548233
4823,0.942116379738
3843,0.318453639746
1182,0.999982833862
3256,0.981975674629
3985,0.993919253349
4334,0.999986767769
4092,0.625606060028
856,0.162796258926
4936,0.735685586929
2041,0.217013835907
629,0.735831141472
3562,0.99860227108
2451,0.993610024452
4624,0.995431602001
2143,0.470087945461
4750,0.530504822731
1891,0.999994814396
501,0.999660134315
4812,0.831809222698
1104,0.871996998787
4921,0.999433398247
165,0.999967038631
1856,0.983970165253
4923,0.523528158665
3415,0.823971033096
4176,0.997329711914
4129,0.993766009808
3187,0.999905586243
3776,0.99998664856
3655,0.999967157841
1635,0.998871743679
831,0.965749382973
1702,0.171645849943
3395,0.999998509884
1225,0.518793940544
1466,0.999988853931
962,0.991713881493
2520,0.799632072449
1416,0.251116514206
3550,0.999204158783
3917,0.933522522449
981,0.986937105656
4875,0.977766513824
1828,0.999659478664
980,0.755825519562
2723,0.995769023895
3609,0.997278809547
2177,0.14084020257
2249,0.11173671484
1819,0.958642244339
4499,0.193889886141
1432,0.984409570694
1253,0.999828100204
3461,0.35534965992
4954,0.983629822731
2499,0.999625086784
142,0.979491949081
475,0.983766973019
2215,0.24157345295
1801,0.943265795708
2982,0.970317602158
3922,0.750401675701
1047,0.999507308006
3740,0.116116009653
2714,0.80302131176
3400,0.522152781487
1072,0.923064947128
1881,0.999471306801
2432,0.938364505768
1675,0.701764464378
712,0.995357751846
