id,genus
2783,1.0
2175,0.997574627399
4517,1.0
2831,0.975979149342
3556,0.881204128265
3111,1.0
3113,0.980851054192
3962,1.0
1664,1.0
2443,1.0
3491,0.04070180282
2390,1.0
2532,1.0
1407,0.999999880791
273,0.999978661537
1411,1.0
4717,1.0
585,1.0
4583,1.0
4862,0.0019457427552
4226,0.148240596056
4008,0.999978303909
3233,1.0
3946,1.0
2777,0.999723494053
3598,1.0
1943,1.0
1513,0.999219417572
2345,1.0
2001,1.0
4506,0.999989271164
2308,0.00498183257878
4502,1.0
2997,1.0
1791,1.0
2875,0.186024665833
1282,1.0
4479,0.996684849262
3454,0.999996542931
1388,0.000169208142324
4009,0.999717533588
4158,0.999997735023
4229,0.999980092049
3143,0.00547506660223
2606,1.0
3164,0.999895572662
1880,1.0
4237,0.996754944324
3238,0.0786895379424
3614,4.90794991492e-05
259,0.999996423721
2913,0.825403988361
552,1.0
4302,0.999999880791
734,0.999363720417
3290,0.00269648525864
2477,1.0
2973,0.99986577034
203,6.4474534156e-08
521,0.963508784771
3698,0.999999880791
4680,0.999549567699
4558,0.00846851803362
3325,8.29740893096e-05
4677,0.806448996067
4756,0.958322048187
1263,1.0
1058,0.999302864075
3890,0.750098586082
4028,0.998976588249
2642,1.0
3473,1.0
3232,0.0115401763469
2836,1.0
1696,0.999929428101
238,0.0287244264036
2344,0.999971747398
3701,3.92107031075e-05
846,1.0
2717,1.0
4042,0.99977606535
3921,0.999999642372
2057,0.999795973301
1271,2.59853677562e-05
2841,0.997152090073
430,1.0
1660,1.0
212,0.999992609024
2779,0.999992728233
509,1.0
2238,1.0
3498,0.999842643738
2178,0.999330639839
966,0.999193370342
1313,1.0
3181,0.999999880791
4403,0.942227900028
3357,0.999999403954
1324,2.59853677562e-05
3411,0.999934792519
4063,0.898857951164
2967,0.965675115585
2204,0.999370396137
2931,1.0
287,0.998477518559
1107,1.0
145,0.999992728233
1042,2.58014961219e-06
2799,0.0886138901114
3898,0.00351477833465
39,1.0
1077,1.0
2146,1.0
4103,0.999127686024
184,1.0
1014,1.0
3861,0.999820053577
2557,0.42467430234
2483,1.0
2529,0.999998688698
2350,1.0
2957,0.072119243443
1354,0.989832520485
1740,0.00751194590703
1450,0.00134342652746
590,1.0
2817,0.998527646065
1325,0.000281873857602
3026,0.999988794327
3444,1.0
1258,1.0
3398,0.000195552333025
2813,0.00634788442403
2691,1.0
4291,1.0
4955,1.0
4715,0.999691128731
1565,0.999583899975
3414,0.103897981346
4442,0.998186171055
88,0.9998960495
4145,0.943212330341
2222,0.927099525928
4038,0.999595582485
1852,1.0
4330,0.0116369305179
3513,0.999999523163
95,0.999672412872
3711,0.000523240014445
3920,0.999992847443
1242,0.702949821949
3108,1.0
3519,0.981840074062
666,1.0
2364,0.995808362961
986,2.64443515334e-05
2216,0.996176242828
2426,0.999996900558
3781,1.0
4551,0.992488980293
3761,1.0
588,0.99653339386
2531,0.777090191841
133,0.186945348978
1511,0.999984741211
4711,9.82032943284e-05
77,1.0
636,0.994212210178
1168,1.0
2827,0.998948514462
297,0.937465488911
1575,0.999996542931
3022,0.999997377396
2150,0.999992966652
3736,0.999997019768
244,1.0
2008,0.969599127769
3635,0.999999642372
711,0.999999761581
2615,0.400180250406
361,1.0
2745,0.99998831749
2179,0.998852014542
4043,1.0
4613,0.999996542931
2644,0.999511599541
4644,1.0
2935,0.0144888916984
4166,0.00466634240001
16,0.998912334442
2374,1.0
4455,1.0
1972,0.998440086842
3729,1.0
4296,2.87873026537e-05
3500,0.160100460052
4956,0.984350442886
266,0.999999046326
1238,1.0
2728,0.996385812759
1031,0.982285022736
3458,0.999999284744
2083,0.997858345509
54,0.999964594841
4133,0.00570284062997
3084,0.998116850853
4297,0.999999880791
607,0.00333442748524
1719,1.0
4131,0.998955488205
4018,1.0
1686,0.0503663867712
612,0.999558746815
206,1.0
2767,7.81682683737e-06
387,1.0
285,1.0
1752,1.0
2999,1.0
3163,0.600832462311
1419,0.990064799786
1409,0.98937690258
38,1.0
3466,0.000625797081739
1140,0.998217403889
205,0.999999880791
